q_id,web_list
3770,"[1587, 103, 868, 1574, 1069]"
3771,"[1589, 1629, 1924, 1621, 1574]"
3772,"[18, 807, 1204, 48, 41]"
3773,"[542, 1204, 18, 1567, 1404]"
3774,"[1063, 1713, 807, 1545, 533]"
3775,"[1197, 1902, 1713, 1700, 420]"
3776,"[807, 1573, 1574, 1926, 18]"
3777,"[807, 18, 48, 1713, 1204]"
3778,"[1573, 1587, 1554, 1713, 48]"
3779,"[1574, 1564, 1573, 1542, 18]"
3780,"[18, 1204, 1574, 807, 1573]"
3781,"[1899, 1563, 1194, 1596, 1573]"
3782,"[1713, 1585, 1584, 1596, 602]"
3783,"[1587, 48, 1574, 807, 1573]"
3784,"[1713, 18, 97, 96, 784]"
3785,"[1713, 1926, 1160, 1924, 1123]"
3786,"[18, 807, 1204, 1573, 1574]"
3787,"[1246, 1883, 1806, 1708, 542]"
3788,"[1573, 1713, 18, 1926, 1899]"
3789,"[531, 807, 18, 1438, 51]"
3790,"[1573, 18, 1204, 807, 1194]"
3791,"[18, 807, 1573, 1204, 606]"
3792,"[807, 18, 48, 1204, 1573]"
3793,"[1064, 1574, 1926, 1713, 289]"
3794,"[807, 18, 48, 1567, 1713]"
3795,"[807, 18, 665, 1574, 1573]"
3796,"[807, 18, 1204, 1567, 1573]"
3797,"[1596, 1713, 1541, 602, 1563]"
3798,"[1563, 1573, 1906, 1596, 321]"
3799,"[1204, 16, 480, 1249, 1006]"
3800,"[1573, 807, 1574, 636, 786]"
3801,"[1069, 807, 1713, 1797, 18]"
3802,"[1713, 1160, 1701, 124, 665]"
3803,"[1888, 1197, 1554, 1701, 1543]"
3804,"[18, 807, 1204, 1574, 606]"
3805,"[1160, 1713, 1574, 1778, 807]"
3806,"[160, 930, 1855, 1861, 1436]"
3807,"[18, 1713, 1778, 1701, 1893]"
3808,"[1573, 1596, 1574, 1563, 807]"
3809,"[1885, 1588, 1596, 807, 48]"
3810,"[1573, 1587, 1713, 18, 48]"
3811,"[1204, 1770, 18, 1567, 446]"
3812,"[807, 18, 1204, 1544, 33]"
3813,"[807, 18, 1204, 1573, 1574]"
3814,"[1567, 1204, 37, 606, 18]"
3815,"[1193, 1916, 1574, 1896, 18]"
3816,"[602, 1563, 1517, 1583, 1611]"
3817,"[1054, 615, 1180, 1916, 723]"
3818,"[807, 18, 1574, 1611, 1564]"
3819,"[160, 930, 1901, 739, 355]"
3820,"[1574, 807, 18, 1567, 606]"
3821,"[1204, 18, 1567, 903, 16]"
3822,"[18, 1542, 1773, 1193, 156]"
3823,"[1748, 1730, 88, 457, 792]"
3824,"[476, 1574, 807, 256, 105]"
3825,"[927, 156, 160, 1909, 1574]"
3826,"[1574, 1885, 1588, 807, 1193]"
3827,"[18, 1193, 57, 54, 58]"
3828,"[1193, 1805, 1588, 1564, 1561]"
3829,"[1713, 48, 18, 807, 464]"
3830,"[1204, 1573, 1567, 807, 18]"
3831,"[1772, 18, 1495, 531, 405]"
3832,"[18, 927, 807, 1897, 1922]"
3833,"[1054, 1193, 1592, 1591, 721]"
3834,"[18, 1193, 807, 1567, 606]"
3835,"[1193, 1573, 18, 1692, 807]"
3836,"[156, 160, 18, 670, 927]"
3837,"[160, 930, 156, 927, 936]"
3838,"[1922, 1897, 18, 160, 1573]"
3839,"[1567, 18, 1204, 1907, 542]"
3840,"[1915, 1611, 1751, 426, 88]"
3841,"[1927, 933, 160, 1194, 1909]"
3842,"[18, 1567, 927, 1204, 1905]"
3843,"[1587, 1713, 1160, 1574, 1535]"
3844,"[18, 807, 798, 14, 31]"
3845,"[1897, 1922, 1587, 807, 1574]"
3846,"[1193, 1897, 1922, 406, 1040]"
3847,"[807, 48, 1574, 1193, 1922]"
3848,"[807, 1567, 16, 18, 606]"
3849,"[1249, 18, 1567, 16, 1907]"
3850,"[1249, 18, 606, 723, 807]"
3851,"[1892, 1922, 1897, 1587, 1899]"
3852,"[18, 37, 160, 1574, 156]"
3853,"[18, 807, 48, 606, 1204]"
3854,"[18, 807, 1204, 798, 606]"
3855,"[807, 18, 16, 1573, 1204]"
3856,"[1204, 807, 18, 1573, 114]"
3857,"[18, 1574, 1573, 927, 807]"
3858,"[1620, 1193, 1563, 1221, 161]"
3859,"[420, 665, 1888, 48, 18]"
3860,"[420, 884, 665, 904, 1888]"
3861,"[124, 420, 876, 1701, 102]"
3862,"[884, 1537, 124, 420, 1713]"
3863,"[18, 884, 57, 54, 58]"
3864,"[420, 1700, 18, 160, 921]"
3865,"[18, 807, 662, 1574, 1525]"
3866,"[1574, 18, 403, 807, 1204]"
3867,"[881, 1631, 1201, 1701, 904]"
3868,"[1902, 420, 1888, 1197, 1573]"
3869,"[1574, 647, 667, 18, 807]"
3870,"[420, 126, 124, 1197, 1888]"
3871,"[665, 1573, 1778, 18, 1574]"
3872,"[807, 73, 18, 1574, 661]"
3873,"[420, 18, 807, 1573, 1574]"
3874,"[403, 480, 1320, 18, 443]"
3875,"[665, 793, 420, 126, 1700]"
3876,"[124, 420, 1888, 904, 1670]"
3877,"[18, 807, 1573, 667, 1204]"
3878,"[868, 103, 420, 1700, 1542]"
3879,"[73, 420, 1888, 1320, 1574]"
3880,"[1888, 667, 1320, 472, 749]"
3881,"[403, 1267, 1574, 18, 480]"
3882,"[1574, 807, 18, 468, 4]"
3883,"[403, 1320, 443, 807, 18]"
3884,"[881, 96, 97, 1701, 1631]"
3885,"[420, 665, 1701, 884, 749]"
3886,"[807, 18, 73, 884, 1574]"
3887,"[665, 160, 420, 1320, 158]"
3888,"[403, 807, 1567, 1888, 1197]"
3889,"[413, 807, 18, 468, 861]"
3890,"[160, 420, 647, 1573, 164]"
3891,"[420, 807, 606, 1204, 18]"
3892,"[18, 807, 126, 98, 1700]"
3893,"[807, 18, 606, 1574, 1204]"
3894,"[1885, 665, 1888, 1573, 1670]"
3895,"[1700, 793, 420, 4, 1320]"
3896,"[793, 794, 4, 111, 807]"
3897,"[807, 18, 403, 1204, 1574]"
3898,"[124, 420, 1670, 904, 1888]"
3899,"[18, 807, 403, 667, 1495]"
3900,"[403, 1320, 1888, 420, 480]"
3901,"[18, 420, 1204, 1567, 1573]"
3902,"[749, 1320, 18, 807, 1573]"
3903,"[712, 707, 686, 1574, 1155]"
3904,"[1621, 602, 1625, 1563, 1593]"
3905,"[606, 18, 807, 798, 649]"
3906,"[921, 425, 160, 156, 169]"
3907,"[1619, 891, 807, 884, 16]"
3908,"[18, 1916, 94, 1574, 1193]"
3909,"[1025, 169, 171, 161, 18]"
3910,"[480, 18, 160, 37, 1404]"
3911,"[1193, 1026, 1043, 1029, 1749]"
3912,"[1586, 1574, 1809, 84, 1193]"
3913,"[1194, 1574, 1059, 1615, 690]"
3914,"[18, 672, 1300, 1567, 1846]"
3915,"[162, 170, 923, 161, 931]"
3916,"[1809, 1193, 1574, 930, 933]"
3917,"[1574, 1563, 1559, 425, 1524]"
3918,"[1701, 162, 881, 1631, 1201]"
3919,"[18, 1040, 807, 716, 1882]"
3920,"[921, 156, 935, 932, 929]"
3921,"[18, 1574, 1040, 807, 1026]"
3922,"[1029, 161, 1700, 921, 1772]"
3923,"[425, 1574, 18, 1194, 1559]"
3924,"[410, 171, 1778, 1202, 1194]"
3925,"[1567, 18, 1574, 1742, 16]"
3926,"[807, 18, 1778, 121, 167]"
3927,"[921, 1025, 160, 1574, 161]"
3928,"[807, 18, 1778, 364, 723]"
3929,"[18, 161, 922, 169, 782]"
3930,"[161, 1029, 1560, 1025, 1588]"
3931,"[1555, 1193, 1722, 1670, 1554]"
3932,"[160, 425, 1543, 48, 1713]"
3933,"[1619, 107, 891, 1574, 807]"
3934,"[921, 156, 1861, 160, 807]"
3935,"[1151, 1146, 1168, 18, 1699]"
3936,"[723, 37, 18, 544, 1574]"
3937,"[1574, 162, 169, 1059, 1193]"
3938,"[1586, 425, 18, 1574, 1615]"
3939,"[1025, 921, 160, 161, 1574]"
3940,"[1574, 723, 51, 1667, 1666]"
3941,"[1166, 1173, 1586, 1574, 1193]"
3942,"[160, 1516, 156, 1552, 420]"
3943,"[1204, 647, 1574, 1573, 18]"
3944,"[18, 1404, 1043, 1885, 1588]"
3945,"[1900, 1574, 1193, 94, 425]"
3946,"[665, 160, 1643, 1516, 156]"
3947,"[18, 1666, 834, 1053, 1574]"
3948,"[1053, 1666, 1055, 1052, 737]"
3949,"[1574, 18, 17, 79, 884]"
3950,"[1064, 419, 1926, 1574, 722]"
3951,"[1666, 1038, 1574, 1054, 1053]"
3952,"[403, 1915, 18, 807, 79]"
3953,"[1149, 1666, 823, 287, 728]"
3954,"[1574, 1666, 18, 425, 407]"
3955,"[807, 452, 18, 1584, 1574]"
3956,"[37, 18, 1574, 1929, 606]"
3957,"[1846, 1855, 1249, 927, 1567]"
3958,"[18, 1054, 1666, 807, 1574]"
3959,"[1915, 1457, 18, 501, 1449]"
3960,"[18, 807, 1574, 51, 91]"
3961,"[403, 1574, 807, 480, 1567]"
3962,"[452, 1832, 1809, 1873, 1836]"
3963,"[18, 807, 1567, 1204, 1574]"
3964,"[1054, 1666, 1055, 1053, 1194]"
3965,"[403, 807, 480, 18, 1574]"
3966,"[1588, 18, 403, 1052, 258]"
3967,"[1591, 1855, 1054, 903, 1846]"
3968,"[807, 403, 480, 18, 1574]"
3969,"[1666, 287, 1052, 1053, 728]"
3970,"[1567, 18, 1208, 927, 1408]"
3971,"[1611, 58, 54, 57, 807]"
3972,"[1666, 1574, 18, 1691, 1267]"
3973,"[18, 1592, 903, 1457, 723]"
3974,"[452, 1809, 1053, 420, 1846]"
3975,"[18, 1574, 1666, 807, 1592]"
3976,"[1772, 1855, 1592, 1591, 18]"
3977,"[885, 1052, 1666, 1049, 1030]"
3978,"[1043, 993, 1666, 823, 807]"
3979,"[807, 18, 1204, 1267, 1574]"
3980,"[1567, 403, 807, 480, 18]"
3981,"[18, 1574, 807, 1204, 242]"
3982,"[1620, 1040, 1574, 1520, 990]"
3983,"[1053, 18, 403, 1666, 807]"
3984,"[1915, 18, 403, 807, 1249]"
3985,"[18, 1574, 405, 1666, 723]"
3986,"[1567, 18, 807, 1204, 16]"
3987,"[1574, 807, 738, 724, 728]"
3988,"[1574, 1194, 420, 1573, 1893]"
3989,"[403, 1193, 452, 927, 1809]"
3990,"[1855, 452, 1846, 1861, 1573]"
3991,"[1915, 18, 807, 1592, 1574]"
3992,"[696, 823, 18, 1666, 695]"
3993,"[18, 807, 606, 1204, 1573]"
3994,"[639, 18, 16, 1204, 749]"
3995,"[1929, 18, 1574, 1677, 1680]"
3996,"[1855, 1846, 1861, 452, 930]"
3997,"[1680, 1052, 1193, 1030, 1042]"
3998,"[18, 807, 1573, 425, 1204]"
3999,"[18, 807, 1573, 1574, 1204]"
4000,"[18, 807, 903, 1404, 1592]"
4001,"[1680, 807, 18, 1193, 1560]"
4002,"[807, 18, 1573, 1574, 58]"
4003,"[1567, 18, 1723, 807, 1574]"
4004,"[18, 1204, 1772, 1573, 749]"
4005,"[1679, 807, 1567, 1574, 1204]"
4006,"[1929, 18, 1428, 1204, 1592]"
4007,"[1680, 723, 18, 51, 1574]"
4008,"[18, 406, 1929, 407, 807]"
4009,"[807, 18, 1574, 1573, 425]"
4010,"[807, 18, 1573, 884, 407]"
4011,"[18, 807, 1204, 1574, 936]"
4012,"[1680, 407, 406, 807, 1929]"
4013,"[1249, 16, 1573, 1204, 807]"
4014,"[18, 807, 1204, 1573, 1574]"
4015,"[1574, 18, 807, 425, 1573]"
4016,"[18, 1204, 1592, 1573, 807]"
4017,"[807, 18, 1573, 1204, 1574]"
4018,"[1052, 18, 1918, 1666, 807]"
4019,"[3, 1505, 529, 1564, 1542]"
4020,"[18, 1204, 1404, 1573, 16]"
4021,"[18, 1404, 1574, 1204, 1592]"
4022,"[1929, 407, 406, 18, 1592]"
4023,"[807, 18, 1573, 51, 480]"
4024,"[1204, 807, 659, 784, 649]"
4025,"[452, 1677, 1778, 1919, 1855]"
4026,"[807, 18, 1900, 1543, 1574]"
4027,"[1064, 80, 1560, 697, 1538]"
4028,"[18, 807, 1917, 1574, 480]"
4029,"[1592, 18, 1043, 258, 900]"
4030,"[18, 807, 1573, 51, 847]"
4031,"[1929, 1043, 1680, 1574, 18]"
4032,"[16, 18, 1573, 406, 407]"
4033,"[807, 18, 73, 1204, 403]"
4034,"[649, 807, 18, 1573, 672]"
4035,"[1618, 1603, 825, 1936, 1249]"
4036,"[501, 1404, 1588, 1807, 18]"
4037,"[1300, 1255, 1874, 1824, 1870]"
4038,"[1612, 421, 1538, 1194, 1193]"
4039,"[18, 1916, 1906, 1528, 1193]"
4040,"[807, 18, 665, 1573, 1204]"
4041,"[1666, 1574, 425, 419, 1520]"
4042,"[1574, 807, 926, 1612, 425]"
4043,"[18, 807, 1915, 1473, 1536]"
4044,"[1588, 1618, 1807, 1534, 884]"
4045,"[1567, 37, 18, 1193, 1249]"
4046,"[1612, 1618, 926, 1276, 1619]"
4047,"[501, 1404, 1300, 18, 1442]"
4048,"[18, 1832, 1603, 1573, 1778]"
4049,"[921, 160, 1029, 1773, 1620]"
4050,"[1915, 807, 1936, 1603, 1561]"
4051,"[1560, 1561, 1037, 412, 807]"
4052,"[419, 1915, 1193, 1666, 933]"
4053,"[1573, 1906, 1567, 18, 901]"
4054,"[480, 807, 1574, 18, 650]"
4055,"[1603, 1602, 1574, 425, 54]"
4056,"[807, 1567, 403, 18, 1204]"
4057,"[470, 620, 1194, 1909, 421]"
4058,"[1906, 1916, 901, 1588, 1592]"
4059,"[160, 1193, 1915, 930, 1054]"
4060,"[115, 160, 158, 155, 157]"
4061,"[1617, 1888, 1557, 926, 1560]"
4062,"[1906, 1603, 1473, 1832, 1836]"
4063,"[421, 425, 1193, 1194, 1909]"
4064,"[18, 1573, 1249, 16, 926]"
4065,"[807, 1618, 18, 1619, 1573]"
4066,"[1587, 18, 425, 1193, 1574]"
4067,"[1574, 1193, 1194, 1602, 425]"
4068,"[1906, 1473, 1916, 18, 1255]"
4069,"[18, 807, 446, 1267, 1300]"
4070,"[784, 659, 18, 649, 807]"
4071,"[1906, 1588, 1916, 1832, 1920]"
4072,"[1404, 18, 406, 807, 407]"
4073,"[1193, 1618, 1560, 1550, 1194]"
4074,"[1574, 1249, 91, 1194, 18]"
4075,"[1916, 1588, 1030, 1194, 1618]"
4076,"[807, 1567, 480, 1006, 1204]"
4077,"[480, 18, 807, 1742, 403]"
4078,"[1602, 403, 1043, 1573, 1603]"
4079,"[1574, 930, 160, 927, 1567]"
4080,"[730, 1917, 1039, 67, 604]"
4081,"[160, 807, 16, 930, 18]"
4082,"[92, 218, 18, 1267, 807]"
4083,"[18, 1249, 16, 1204, 1573]"
4084,"[1574, 1882, 57, 58, 54]"
4085,"[1033, 1193, 160, 927, 156]"
4086,"[18, 1204, 807, 1573, 16]"
4087,"[18, 927, 723, 1591, 160]"
4088,"[604, 160, 930, 927, 84]"
4089,"[1574, 1204, 18, 1917, 606]"
4090,"[18, 1574, 886, 1039, 1930]"
4091,"[1193, 927, 1587, 1033, 1554]"
4092,"[1666, 425, 1548, 407, 406]"
4093,"[807, 18, 1204, 1574, 739]"
4094,"[1567, 807, 1574, 18, 37]"
4095,"[927, 1917, 216, 160, 18]"
4096,"[1006, 1428, 1574, 1591, 18]"
4097,"[54, 57, 58, 1574, 160]"
4098,"[1667, 822, 18, 807, 55]"
4099,"[1587, 886, 1574, 927, 18]"
4100,"[425, 1666, 160, 930, 1574]"
4101,"[807, 18, 1204, 1567, 1574]"
4102,"[807, 18, 1204, 1573, 401]"
4103,"[1039, 1917, 156, 730, 67]"
4104,"[18, 807, 1204, 1573, 1249]"
4105,"[160, 927, 930, 1574, 936]"
4106,"[807, 18, 1573, 1204, 606]"
4107,"[930, 1666, 731, 730, 18]"
4108,"[927, 1587, 1039, 160, 37]"
4109,"[1896, 886, 1574, 1544, 425]"
4110,"[18, 1574, 1666, 807, 1204]"
4111,"[160, 156, 930, 169, 670]"
4112,"[807, 1204, 18, 110, 1574]"
4113,"[930, 160, 936, 156, 933]"
4114,"[18, 1574, 534, 807, 1917]"
4115,"[927, 160, 18, 1574, 807]"
4116,"[1204, 1567, 1249, 16, 807]"
4117,"[927, 18, 1574, 1882, 807]"
4118,"[1638, 18, 807, 1917, 927]"
4119,"[927, 1574, 18, 58, 54]"
4120,"[18, 1574, 807, 1006, 1630]"
4121,"[1917, 927, 1574, 1194, 18]"
4122,"[18, 216, 1574, 807, 927]"
4123,"[18, 807, 1574, 1054, 1204]"
4124,"[606, 18, 1204, 1249, 807]"
4125,"[807, 1573, 1197, 1574, 18]"
4126,"[723, 1193, 1574, 1054, 18]"
4127,"[18, 579, 542, 1567, 471]"
4128,"[1929, 1915, 1902, 807, 1593]"
4129,"[18, 1042, 1680, 807, 1574]"
4130,"[18, 807, 1929, 1054, 1574]"
4131,"[1680, 1666, 1933, 1054, 721]"
4132,"[114, 406, 1902, 1563, 807]"
4133,"[169, 1025, 160, 930, 156]"
4134,"[18, 1574, 51, 1042, 1592]"
4135,"[1929, 18, 1204, 1574, 807]"
4136,"[807, 18, 1054, 1574, 54]"
4137,"[18, 1449, 1573, 661, 508]"
4138,"[807, 723, 18, 1574, 1054]"
4139,"[1054, 1574, 1666, 1042, 884]"
4140,"[1042, 1680, 1054, 1520, 419]"
4141,"[18, 807, 1573, 1054, 1204]"
4142,"[927, 930, 160, 156, 1591]"
4143,"[18, 1457, 1574, 807, 1204]"
4144,"[1054, 1042, 807, 1573, 1680]"
4145,"[807, 403, 18, 480, 1204]"
4146,"[1193, 1054, 419, 1930, 1574]"
4147,"[18, 160, 1574, 807, 1561]"
4148,"[18, 1204, 807, 1574, 543]"
4149,"[18, 1573, 807, 1574, 667]"
4150,"[1574, 1054, 723, 18, 1915]"
4151,"[807, 18, 1574, 1006, 1204]"
4152,"[18, 267, 266, 903, 667]"
4153,"[18, 667, 807, 1042, 1574]"
4154,"[807, 18, 403, 1204, 480]"
4155,"[807, 18, 1204, 1567, 606]"
4156,"[18, 606, 1929, 1504, 667]"
4157,"[18, 1193, 1574, 807, 1560]"
4158,"[18, 807, 1018, 1054, 160]"
4159,"[1574, 1054, 1929, 1592, 1931]"
4160,"[1574, 18, 1204, 807, 1567]"
4161,"[807, 18, 16, 649, 1573]"
4162,"[18, 807, 403, 1567, 16]"
4163,"[419, 1574, 54, 58, 57]"
4164,"[18, 1915, 1573, 1054, 807]"
4165,"[1584, 1054, 1596, 1915, 1593]"
4166,"[807, 18, 1778, 1567, 1584]"
4167,"[1723, 1929, 18, 1592, 480]"
4168,"[18, 807, 1574, 1723, 1567]"
4169,"[51, 18, 1804, 1574, 1411]"
4170,"[18, 1204, 480, 1573, 1592]"
4171,"[885, 886, 1666, 18, 1929]"
4172,"[1574, 1666, 723, 1592, 1680]"
4173,"[1063, 16, 73, 403, 1567]"
4174,"[807, 18, 1204, 1573, 798]"
4175,"[1723, 1574, 18, 1573, 807]"
4176,"[18, 807, 1204, 606, 1573]"
4177,"[18, 1574, 1592, 1349, 37]"
4178,"[18, 1193, 1929, 1592, 1574]"
4179,"[1567, 807, 18, 1679, 1204]"
4180,"[886, 1666, 1574, 885, 1608]"
4181,"[1855, 1846, 18, 807, 261]"
4182,"[1592, 406, 723, 884, 395]"
4183,"[886, 1666, 1680, 1929, 1574]"
4184,"[1592, 1929, 1574, 1211, 723]"
4185,"[18, 1449, 807, 1929, 1592]"
4186,"[18, 1574, 1573, 807, 649]"
4187,"[18, 480, 884, 1574, 807]"
4188,"[18, 1680, 796, 480, 807]"
4189,"[480, 18, 807, 1574, 37]"
4190,"[1929, 18, 807, 884, 480]"
4191,"[886, 1193, 1608, 1680, 1574]"
4192,"[18, 796, 1680, 543, 1574]"
4193,"[501, 1404, 18, 1723, 1204]"
4194,"[18, 16, 1204, 1428, 903]"
4195,"[18, 480, 807, 1574, 1680]"
4196,"[1929, 1574, 1544, 18, 886]"
4197,"[18, 1573, 1574, 807, 1204]"
4198,"[1573, 1592, 18, 665, 1680]"
4199,"[257, 218, 1680, 258, 1592]"
4200,"[18, 1204, 1249, 1929, 1574]"
4201,"[1544, 1608, 884, 1607, 1574]"
4202,"[1680, 1666, 18, 807, 1592]"
4203,"[1574, 1592, 1542, 18, 927]"
4204,"[1193, 1680, 1574, 1040, 1666]"
4205,"[18, 903, 1042, 1592, 1929]"
4206,"[37, 18, 1567, 480, 1574]"
4207,"[1567, 37, 1204, 480, 807]"
4208,"[1680, 1544, 886, 1042, 1929]"
4209,"[18, 807, 160, 1666, 930]"
4210,"[1721, 1544, 18, 1804, 1574]"
4211,"[1052, 1680, 1918, 1933, 1055]"
4212,"[807, 501, 18, 1484, 927]"
4213,"[1809, 1193, 1025, 1055, 1194]"
4214,"[930, 1053, 84, 1055, 728]"
4215,"[1809, 1055, 1193, 1666, 990]"
4216,"[807, 18, 1574, 1204, 1666]"
4217,"[1666, 1052, 807, 1574, 1055]"
4218,"[1574, 18, 1718, 533, 792]"
4219,"[271, 1809, 1574, 1832, 933]"
4220,"[403, 480, 1567, 531, 1358]"
4221,"[1055, 1809, 933, 1053, 792]"
4222,"[18, 1204, 606, 403, 480]"
4223,"[1053, 933, 1055, 1666, 1809]"
4224,"[1052, 1055, 1574, 18, 1666]"
4225,"[18, 1574, 222, 905, 1582]"
4226,"[18, 933, 1666, 807, 403]"
4227,"[1666, 1055, 1809, 1053, 84]"
4228,"[1055, 1053, 990, 1666, 1809]"
4229,"[728, 1933, 1055, 1047, 1030]"
4230,"[18, 807, 933, 1574, 57]"
4231,"[403, 18, 933, 1574, 1855]"
4232,"[1055, 1053, 933, 990, 1809]"
4233,"[933, 1055, 930, 1053, 1574]"
4234,"[1055, 84, 240, 261, 1003]"
4235,"[1574, 1809, 18, 1055, 261]"
4236,"[222, 217, 216, 245, 1584]"
4237,"[1358, 403, 480, 1567, 1055]"
4238,"[1633, 1634, 216, 1730, 426]"
4239,"[222, 261, 240, 266, 267]"
4240,"[1809, 1666, 1193, 1055, 933]"
4241,"[18, 1204, 1574, 57, 54]"
4242,"[3, 1358, 807, 720, 257]"
4243,"[222, 1055, 1047, 1666, 84]"
4244,"[1930, 1052, 1042, 886, 1054]"
4245,"[1574, 1680, 807, 930, 18]"
4246,"[807, 18, 1204, 403, 1573]"
4247,"[1052, 1680, 1666, 1055, 1933]"
4248,"[1052, 933, 1574, 1666, 18]"
4249,"[1666, 1809, 1055, 933, 1574]"
4250,"[1933, 1574, 1055, 222, 1038]"
4251,"[18, 807, 216, 1584, 84]"
4252,"[807, 1488, 1592, 1052, 1590]"
4253,"[18, 807, 1666, 54, 58]"
4254,"[1809, 271, 1574, 927, 222]"
4255,"[1054, 807, 1915, 18, 1344]"
4256,"[18, 1574, 807, 1052, 834]"
4257,"[1809, 1026, 1832, 903, 1193]"
4258,"[927, 933, 1677, 1043, 1929]"
4259,"[1574, 807, 1193, 480, 723]"
4260,"[18, 1079, 807, 885, 1204]"
4261,"[18, 1592, 1573, 1915, 1584]"
4262,"[1666, 1042, 452, 1574, 1680]"
4263,"[1054, 1574, 1915, 1344, 1666]"
4264,"[1574, 18, 1054, 834, 287]"
4265,"[885, 1574, 620, 470, 1052]"
4266,"[1666, 452, 18, 1680, 1574]"
4267,"[807, 1855, 1574, 18, 1846]"
4268,"[18, 807, 891, 1915, 1457]"
4269,"[1677, 1266, 1643, 1194, 1846]"
4270,"[807, 18, 1054, 1204, 1574]"
4271,"[1054, 1915, 18, 1930, 1666]"
4272,"[1054, 1666, 18, 1193, 1574]"
4273,"[1054, 807, 18, 1204, 1574]"
4274,"[18, 403, 1666, 807, 233]"
4275,"[18, 807, 672, 930, 160]"
4276,"[478, 901, 1930, 886, 1079]"
4277,"[1915, 18, 807, 1204, 1249]"
4278,"[18, 807, 1079, 1574, 885]"
4279,"[807, 407, 406, 583, 1511]"
4280,"[1929, 18, 480, 884, 1249]"
4281,"[728, 1574, 18, 1591, 287]"
4282,"[1861, 611, 1915, 406, 407]"
4283,"[452, 18, 1832, 807, 1809]"
4284,"[1574, 18, 37, 1204, 1567]"
4285,"[1054, 1026, 620, 470, 1149]"
4286,"[885, 287, 807, 18, 84]"
4287,"[18, 51, 814, 807, 1574]"
4288,"[1574, 1666, 18, 1054, 738]"
4289,"[407, 406, 18, 1574, 1590]"
4290,"[160, 1915, 1832, 1861, 903]"
4291,"[18, 1574, 807, 1054, 1592]"
4292,"[403, 1809, 18, 1915, 1863]"
4293,"[403, 1567, 480, 18, 452]"
4294,"[18, 1666, 807, 1574, 57]"
4295,"[1918, 1666, 885, 1592, 721]"
4296,"[156, 1027, 160, 930, 1915]"
4297,"[1574, 18, 1193, 903, 885]"
4298,"[1855, 1861, 1846, 1584, 1266]"
4299,"[18, 1679, 807, 480, 1573]"
4300,"[1618, 1724, 18, 1304, 1874]"
4301,"[18, 1679, 480, 807, 41]"
4302,"[1573, 659, 1544, 1127, 478]"
4303,"[1249, 1304, 448, 1641, 1267]"
4304,"[1312, 1562, 1596, 258, 1563]"
4305,"[687, 18, 884, 1717, 708]"
4306,"[1574, 18, 1542, 690, 688]"
4307,"[18, 645, 807, 1204, 1573]"
4308,"[321, 1573, 1304, 18, 672]"
4309,"[1924, 1596, 478, 425, 1304]"
4310,"[18, 1573, 807, 1204, 1574]"
4311,"[1585, 1611, 1249, 1622, 1594]"
4312,"[807, 1902, 1064, 1204, 1900]"
4313,"[1242, 673, 936, 1574, 65]"
4314,"[16, 1567, 18, 1204, 1249]"
4315,"[1573, 807, 641, 18, 1710]"
4316,"[1204, 18, 1573, 807, 652]"
4317,"[807, 1574, 884, 18, 1882]"
4318,"[1562, 321, 258, 673, 1304]"
4319,"[1902, 1900, 1064, 80, 807]"
4320,"[1249, 807, 18, 1574, 54]"
4321,"[1304, 442, 258, 1573, 1301]"
4322,"[18, 1204, 1573, 807, 16]"
4323,"[676, 690, 678, 1778, 683]"
4324,"[18, 1204, 1573, 41, 33]"
4325,"[18, 687, 480, 1574, 37]"
4326,"[673, 1574, 1642, 884, 665]"
4327,"[1204, 258, 1573, 18, 43]"
4328,"[1916, 1043, 1924, 258, 1929]"
4329,"[18, 807, 1204, 1573, 16]"
4330,"[1312, 1596, 1562, 687, 1563]"
4331,"[258, 1926, 1589, 321, 1562]"
4332,"[807, 1574, 18, 270, 1630]"
4333,"[1679, 1204, 807, 18, 1573]"
4334,"[1929, 1304, 258, 1574, 1592]"
4335,"[321, 1562, 258, 1304, 673]"
4336,"[1898, 905, 1718, 1380, 426]"
4337,"[18, 1567, 807, 1573, 1204]"
4338,"[18, 807, 1204, 1573, 1574]"
4339,"[807, 1573, 1204, 667, 650]"
4340,"[18, 1204, 807, 1573, 16]"
4341,"[18, 1204, 37, 480, 1567]"
4342,"[1573, 18, 884, 807, 401]"
4343,"[1613, 1639, 665, 1713, 1530]"
4344,"[403, 18, 16, 1567, 807]"
4345,"[1713, 1596, 749, 1611, 1624]"
4346,"[1567, 1063, 1249, 18, 1573]"
4347,"[807, 665, 1249, 1573, 18]"
4348,"[665, 18, 1301, 1778, 99]"
4349,"[18, 807, 1204, 480, 1574]"
4350,"[1902, 665, 420, 126, 1713]"
4351,"[807, 665, 18, 1573, 691]"
4352,"[807, 18, 1573, 1204, 1574]"
4353,"[665, 51, 55, 658, 629]"
4354,"[807, 16, 18, 1204, 403]"
4355,"[1713, 420, 921, 665, 171]"
4356,"[807, 18, 1573, 1204, 1567]"
4357,"[1713, 1596, 1582, 1730, 457]"
4358,"[420, 665, 18, 1573, 1902]"
4359,"[665, 420, 807, 1197, 452]"
4360,"[658, 420, 665, 1902, 807]"
4361,"[807, 1249, 1063, 403, 665]"
4362,"[807, 18, 1573, 1204, 1574]"
4363,"[665, 18, 884, 807, 1249]"
4364,"[1249, 860, 46, 1611, 1191]"
